学校名称	学校排名(QS)	学院名称	专业名称
格拉斯哥大学	79	医学、牙科学和护理学学院	人类营养学硕士（医学科学）
格拉斯哥大学	79	医学、牙科学和护理学学院	医学可视化与人体解剖学硕士
格拉斯哥大学	79	医学、牙科学和护理学学院	医学物理学硕士
格拉斯哥大学	79	医学、牙科学和护理学学院	医学遗传学和基因组学硕士（医学科学）
格拉斯哥大学	79	医学、牙科学和护理学学院	医疗保健高级实践硕士（医学）
格拉斯哥大学	79	医学、牙科学和护理学学院	卫生服务管理硕士
格拉斯哥大学	79	医学、牙科学和护理学学院	口腔科学硕士
格拉斯哥大学	79	医学、牙科学和护理学学院	口腔颌面外科（牙科学）硕士
格拉斯哥大学	79	医学、牙科学和护理学学院	牙髓病学（牙科学）硕士（2026不招生）
格拉斯哥大学	79	医学、牙科学和护理学学院	高级护理科学硕士
格拉斯哥大学	79	历史、艺术史与哲学学院	
格拉斯哥大学	79	地理与地球科学学院	人类地理学硕士：空间、政治、生态
格拉斯哥大学	79	地理与地球科学学院	可持续水环境硕士
格拉斯哥大学	79	地理与地球科学学院	可持续水环境硕士（加札马达大学双学位）
格拉斯哥大学	79	地理与地球科学学院	土地和水文测量学硕士
格拉斯哥大学	79	地理与地球科学学院	土地和水文测量学硕士，带工作实习
格拉斯哥大学	79	地理与地球科学学院	土地和水文测量学硕士（加札马达大学双学位）
格拉斯哥大学	79	地理与地球科学学院	地球未来硕士：环境、社区、关系
格拉斯哥大学	79	地理与地球科学学院	地理信息学与管理硕士
格拉斯哥大学	79	地理与地球科学学院	地理信息技术与制图学硕士
格拉斯哥大学	79	地理与地球科学学院	地理空间与测绘科学硕士
格拉斯哥大学	79	地理与地球科学学院	地理空间数据科学与建模硕士
格拉斯哥大学	79	地理与地球科学学院	气候与环境科学硕士
格拉斯哥大学	79	地理与地球科学学院	空间科学硕士
格拉斯哥大学	79	地理与地球科学学院	计算地球科学硕士
格拉斯哥大学	79	地理与地球科学学院	计算地球科学硕士（加札马达大学双学位）
格拉斯哥大学	79	工程学院	国际金融与经济学
格拉斯哥大学	79	心理学和神经科学学院	心理科学，研究方法硕士
格拉斯哥大学	79	心理学和神经科学学院	心理科学硕士（转换）
格拉斯哥大学	79	心理学和神经科学学院	整合神经科学硕士
格拉斯哥大学	79	心理学和神经科学学院	行为科学硕士
格拉斯哥大学	79	心理学院	
格拉斯哥大学	79	心血管与代谢健康学院	心血管和代谢疾病医学科学硕士
格拉斯哥大学	79	心血管与代谢健康学院	精确医学硕士
格拉斯哥大学	79	心血管与代谢健康学院	运动与运动科学和医学硕士
格拉斯哥大学	79	感染与免疫学院	免疫学和炎症性疾病硕士
格拉斯哥大学	79	感染与免疫学院	感染生物学硕士（含方向）
格拉斯哥大学	79	感染与免疫学院	生物信息学硕士
格拉斯哥大学	79	批判研究学院	创意写作硕士
格拉斯哥大学	79	批判研究学院	宗教与全球挑战硕士（2026年开放申请）
格拉斯哥大学	79	批判研究学院	应用语言学硕士
格拉斯哥大学	79	批判研究学院	英国文学硕士
格拉斯哥大学	79	批判研究学院	英国文学硕士：奇幻
格拉斯哥大学	79	批判研究学院	英国文学硕士：现代性-文学、文化、理论
格拉斯哥大学	79	批判研究学院	英国文学硕士：美国现代文学（2026不招生）
格拉斯哥大学	79	批判研究学院	英语语言和语言学硕士
格拉斯哥大学	79	批判研究学院	语音、语言和社会语言学硕士
格拉斯哥大学	79	教育学院	儿童文学、媒体与文化创业国际硕士（Erasmus Mundus国际硕士）
格拉斯哥大学	79	教育学院	儿童文学与识字硕士
格拉斯哥大学	79	教育学院	全球发展教育政策国际硕士（Erasmus Mundus国际硕士）
格拉斯哥大学	79	教育学院	全纳教育硕士：研究、政策与实践
格拉斯哥大学	79	教育学院	博物馆和遗产教育国际硕士（Erasmus Mundus国际硕士）
格拉斯哥大学	79	教育学院	博物馆教育硕士
格拉斯哥大学	79	教育学院	对外英语教学教育硕士（TESOL）
格拉斯哥大学	79	教育学院	对外英语教学理学硕士（TESOL）
格拉斯哥大学	79	教育学院	心理学研究硕士（转换）
格拉斯哥大学	79	教育学院	成人学习、社区发展与青年工作实践硕士
格拉斯哥大学	79	教育学院	教育、公共政策与公平硕士
格拉斯哥大学	79	教育学院	教育研究教育硕士
格拉斯哥大学	79	教育学院	教育研究理学硕士
格拉斯哥大学	79	数学与统计学院	数学/应用数学硕士
格拉斯哥大学	79	数学与统计学院	数据分析硕士
格拉斯哥大学	79	数学与统计学院	统计学硕士
格拉斯哥大学	79	数学与统计学院	高级统计学硕士
格拉斯哥大学	79	文化与创意艺术学院	书籍与纸张保护哲学硕士
格拉斯哥大学	79	文化与创意艺术学院	全球市场管理艺术和文化遗产国际硕士（Erasmus Mundus国际硕士）
格拉斯哥大学	79	文化与创意艺术学院	创意产业与文化政策硕士
格拉斯哥大学	79	文化与创意艺术学院	创意声音设计与视听媒体硕士
格拉斯哥大学	79	文化与创意艺术学院	博物馆研究硕士
格拉斯哥大学	79	文化与创意艺术学院	媒体管理硕士
格拉斯哥大学	79	文化与创意艺术学院	戏剧与表演实践硕士
格拉斯哥大学	79	文化与创意艺术学院	戏剧创作和戏剧编辑硕士
格拉斯哥大学	79	文化与创意艺术学院	戏剧研究硕士
格拉斯哥大学	79	文化与创意艺术学院	电影与电视研究硕士
格拉斯哥大学	79	文化与创意艺术学院	电影制作与媒体艺术硕士
格拉斯哥大学	79	文化与创意艺术学院	电影策展硕士
格拉斯哥大学	79	文化与创意艺术学院	策展实践硕士（当代艺术）（与格拉斯哥艺术学院合作）
格拉斯哥大学	79	文化与创意艺术学院	纺织品保护硕士
格拉斯哥大学	79	文化与创意艺术学院	艺术史硕士
格拉斯哥大学	79	文化与创意艺术学院	艺术史硕士：技术艺术史，制作和意义
格拉斯哥大学	79	文化与创意艺术学院	艺术史硕士：服务和纺织品历史
格拉斯哥大学	79	文化与创意艺术学院	音乐产业硕士
格拉斯哥大学	79	文化与创意艺术学院	音乐学硕士
格拉斯哥大学	79	法学院	人权法硕士
格拉斯哥大学	79	法学院	公司与金融法法律硕士
格拉斯哥大学	79	法学院	国际商法硕士
格拉斯哥大学	79	法学院	国际法与安全法学硕士
格拉斯哥大学	79	法学院	国际法硕士
格拉斯哥大学	79	法学院	国际竞争法与政策法学硕士
格拉斯哥大学	79	法学院	国际经济法硕士
格拉斯哥大学	79	法学院	技术法律与法规发学硕士
格拉斯哥大学	79	法学院	气候法与正义硕士
格拉斯哥大学	79	法学院	法学硕士
格拉斯哥大学	79	法学院	知识产权与数字经济法学硕士
格拉斯哥大学	79	物理与天文学学院	传感器和成像系统硕士
格拉斯哥大学	79	物理与天文学学院	天体物理学硕士
格拉斯哥大学	79	物理与天文学学院	核与环境物理学硕士
格拉斯哥大学	79	物理与天文学学院	理论物理学硕士
格拉斯哥大学	79	物理与天文学学院	量子技术硕士
格拉斯哥大学	79	物理与天文学学院	高级功能材料硕士
格拉斯哥大学	79	物理与天文学学院	高级成像和传感硕士
格拉斯哥大学	79	现代语言与文化学院	比较文学硕士
格拉斯哥大学	79	现代语言与文化学院	翻译与跨文化交际硕士
格拉斯哥大学	79	生物多样性、一体健康和兽医学院	传染性疾病和抗菌剂抗性流行病学硕士
格拉斯哥大学	79	生物多样性、一体健康和兽医学院	动物福利科学、伦理学和法律硕士
格拉斯哥大学	79	生物多样性、一体健康和兽医学院	应用自然保护科学硕士
格拉斯哥大学	79	生物多样性、一体健康和兽医学院	生态与环境生物学研究型硕士
格拉斯哥大学	79	生物多样性、一体健康和兽医学院	生态学与环境监测硕士（等弗里斯校区）
格拉斯哥大学	79	生物多样性、一体健康和兽医学院	生物多样性、保护和流行病学的定量方法硕士
格拉斯哥大学	79	生物多样性、一体健康和兽医学院	非洲生态系统保护管理硕士
格拉斯哥大学	79	癌症科学学院	癌症研究与精准肿瘤学硕士
格拉斯哥大学	79	癌症科学学院	癌症研究硕士（含专业方向）
格拉斯哥大学	79	社会与政治科学学院	中欧、东欧、俄罗斯和欧亚研究国际硕士（国际硕士）（2026不招生）
格拉斯哥大学	79	社会与政治科学学院	人权与国际政治学硕士
格拉斯哥大学	79	社会与政治科学学院	俄罗斯、东欧和欧亚研究硕士
格拉斯哥大学	79	社会与政治科学学院	全球传播硕士
格拉斯哥大学	79	社会与政治科学学院	全球卫生政策与社会硕士
格拉斯哥大学	79	社会与政治科学学院	全球发展硕士
格拉斯哥大学	79	社会与政治科学学院	全球安全硕士
格拉斯哥大学	79	社会与政治科学学院	全球市场，本地创意国际硕士（Erasmus Mundus国际硕士）
格拉斯哥大学	79	社会与政治科学学院	全球经济硕士
格拉斯哥大学	79	社会与政治科学学院	公共政策与管理硕士
格拉斯哥大学	79	社会与政治科学学院	公共政策硕士
格拉斯哥大学	79	社会与政治科学学院	国际关系硕士
格拉斯哥大学	79	社会与政治科学学院	国际关系硕士-南开大学
格拉斯哥大学	79	社会与政治科学学院	城市交通硕士
格拉斯哥大学	79	社会与政治科学学院	城市分析硕士
格拉斯哥大学	79	社会与政治科学学院	城市规划与房地产开发硕士
格拉斯哥大学	79	社会与政治科学学院	城市规划硕士
格拉斯哥大学	79	社会与政治科学学院	媒体、传播和国际新闻学硕士
格拉斯哥大学	79	社会与政治科学学院	媒体、文化与社会硕士
格拉斯哥大学	79	社会与政治科学学院	安全、情报和战略研究国际硕士（国际硕士）
格拉斯哥大学	79	社会与政治科学学院	房地产硕士
格拉斯哥大学	79	社会与政治科学学院	政治传播学硕士
格拉斯哥大学	79	社会与政治科学学院	数字社会硕士
格拉斯哥大学	79	社会与政治科学学院	犯罪学与刑事司法硕士
格拉斯哥大学	79	社会与政治科学学院	社会学硕士
格拉斯哥大学	79	社会与政治科学学院	社会科学研究方法硕士
格拉斯哥大学	79	社会与环境可持续发展学院	可持续综合海岸带管理硕士（邓弗里斯校区）
格拉斯哥大学	79	社会与环境可持续发展学院	旅游与遗产硕士（邓弗里斯校区）
格拉斯哥大学	79	英语与创意写作学院	
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	产品设计工程硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	医学技术创新硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	医疗器械工程硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	可持续能源硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	可持续能源硕士（加札马达大学双学位）
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	土木工程与管理硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	土木工程硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	机器人学与人工智能硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	机器人学与人工智能硕士（加札马达大学双学位）
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	机械工程与管理硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	机械工程硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	机电学硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	生物医学工程硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	电子和光子学制造硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	电子电器工程及管理硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	电子电气工程及管理硕士（加札马达大学双学位）
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	电子电气工程硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	纳米科学和纳米技术硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	结构工程硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	结构工程硕士（加札马达大学双学位）
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	航空工程与管理硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	航空航天工程硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	计算机系统工程硕士
格拉斯哥大学	79	詹姆斯-瓦特工程科学学院	计算机系统工程硕士（加札马达大学双学位）
格拉斯哥大学	79	计算机学院	人机交互硕士
格拉斯哥大学	79	计算机学院	信息技术硕士
格拉斯哥大学	79	计算机学院	数据科学硕士
格拉斯哥大学	79	计算机学院	网络安全硕士
格拉斯哥大学	79	计算机学院	计算机科学硕士
格拉斯哥大学	79	计算机学院	软件开发硕士
格拉斯哥大学	79	计算机科学学院	数据科学
格拉斯哥大学	79	计算机科学学院	数据科学
格拉斯哥大学	79	跨学科研究学院	加强教育实践硕士（邓弗里斯校区）
格拉斯哥大学	79	跨学科研究学院	可持续旅游与全球挑战硕士（邓弗里斯校区）
格拉斯哥大学	79	跨学科研究学院	城市与区域规划硕士-南开大学
格拉斯哥大学	79	跨学科研究学院	环境、文化与交流硕士（邓弗里斯校区）
格拉斯哥大学	79	跨学科研究学院	环境科学硕士-南开大学
格拉斯哥大学	79	跨学科研究学院	环境风险管理硕士（邓弗里斯校区）
谢菲尔德大学	92	健康学院	临床研究硕士
谢菲尔德大学	92	健康学院	临床神经病学硕士
谢菲尔德大学	92	健康学院	公共卫生（卫生服务研究）硕士
谢菲尔德大学	92	健康学院	公共卫生（管理和领导）硕士
谢菲尔德大学	92	健康学院	公共卫生硕士
谢菲尔德大学	92	健康学院	卫生经济学和决策建模硕士
谢菲尔德大学	92	健康学院	欧洲公共卫生硕士
谢菲尔德大学	92	健康学院	生殖与发育医学硕士
谢菲尔德大学	92	健康学院	癌症生物学与治疗学硕士
谢菲尔德大学	92	健康学院	言语和语言治疗硕士
谢菲尔德大学	92	健康学院	转化神经科学硕士
谢菲尔德大学	92	健康学院	高级细胞和基因疗法硕士
谢菲尔德大学	92	工程学院	人工智能硕士
谢菲尔德大学	92	工程学院	制药工程硕士
谢菲尔德大学	92	工程学院	可持续与能源工程硕士
谢菲尔德大学	92	工程学院	土木工程与项目管理硕士
谢菲尔德大学	92	工程学院	土木工程硕士
谢菲尔德大学	92	工程学院	工程学人工智能硕士
谢菲尔德大学	92	工程学院	工艺安全与损失预防硕士
谢菲尔德大学	92	工程学院	数字制造工程硕士
谢菲尔德大学	92	工程学院	无线通信系统硕士
谢菲尔德大学	92	工程学院	机器人学硕士
谢菲尔德大学	92	工程学院	机械工程与工业管理硕士
谢菲尔德大学	92	工程学院	材料科学与工程硕士
谢菲尔德大学	92	工程学院	生物医学工程硕士
谢菲尔德大学	92	工程学院	生物和生物工艺工程硕士
谢菲尔德大学	92	工程学院	电子电气工程硕士
谢菲尔德大学	92	工程学院	网络安全和人工智能硕士
谢菲尔德大学	92	工程学院	能源工程与工业管理硕士
谢菲尔德大学	92	工程学院	航空航天工程硕士
谢菲尔德大学	92	工程学院	计算机科学与语言与自然语言处理硕士
谢菲尔德大学	92	工程学院	计算机科学硕士
谢菲尔德大学	92	工程学院	高级冶金硕士
谢菲尔德大学	92	工程学院	高级控制和系统工程硕士
谢菲尔德大学	92	工程学院	高级机械工程硕士
谢菲尔德大学	92	工程学院	高级计算机科学硕士
谢菲尔德大学	92	理学院	人类和分子遗产学硕士
谢菲尔德大学	92	理学院	分子生物学和生物技术硕士
谢菲尔德大学	92	理学院	化学硕士
谢菲尔德大学	92	理学院	天体物理学硕士
谢菲尔德大学	92	理学院	心理研究方法硕士
谢菲尔德大学	92	理学院	数学和理论物理硕士
谢菲尔德大学	92	理学院	数学硕士
谢菲尔德大学	92	理学院	物理学硕士
谢菲尔德大学	92	理学院	生物医学硕士
谢菲尔德大学	92	理学院	生物多样性和保护硕士
谢菲尔德大学	92	理学院	科学人工智能硕士
谢菲尔德大学	92	理学院	科学传播硕士
谢菲尔德大学	92	理学院	统计学硕士
谢菲尔德大学	92	理学院	药物研发科学硕士
谢菲尔德大学	92	理学院	认知和计算神经科学硕士
谢菲尔德大学	92	理学院	认知神经科学和人类神经影像学硕士
谢菲尔德大学	92	理学院	金融数学统计学硕士
谢菲尔德大学	92	社会科学学院	信息管理硕士
谢菲尔德大学	92	社会科学学院	信息系统硕士
谢菲尔德大学	92	社会科学学院	信息系统管理硕士
谢菲尔德大学	92	社会科学学院	全球新闻硕士
谢菲尔德大学	92	社会科学学院	商业金融与经济学硕士
谢菲尔德大学	92	社会科学学院	国际公共和政治传播硕士
谢菲尔德大学	92	社会科学学院	国际关系硕士
谢菲尔德大学	92	社会科学学院	国际发展（公共卫生硕士）硕士
谢菲尔德大学	92	社会科学学院	国际发展硕士
谢菲尔德大学	92	社会科学学院	国际政治经济学硕士
谢菲尔德大学	92	社会科学学院	图书馆学硕士
谢菲尔德大学	92	社会科学学院	地理信息系统（GIS）硕士
谢菲尔德大学	92	社会科学学院	城市和区域规划硕士
谢菲尔德大学	92	社会科学学院	城市设计与规划硕士
谢菲尔德大学	92	社会科学学院	建筑：协作实践硕士
谢菲尔德大学	92	社会科学学院	建筑学硕士
谢菲尔德大学	92	社会科学学院	建筑设计硕士
谢菲尔德大学	92	社会科学学院	心理学与教育硕士
谢菲尔德大学	92	社会科学学院	心理学和教育学硕士（转换）
谢菲尔德大学	92	社会科学学院	房地产硕士
谢菲尔德大学	92	社会科学学院	政治、治理和公共政策硕士
谢菲尔德大学	92	社会科学学院	教育学硕士
谢菲尔德大学	92	社会科学学院	数字媒体与社会硕士
谢菲尔德大学	92	社会科学学院	数据科学硕士
谢菲尔德大学	92	社会科学学院	新闻学硕士
谢菲尔德大学	92	社会科学学院	景观建筑硕士
谢菲尔德大学	92	社会科学学院	景观研究硕士
谢菲尔德大学	92	社会科学学院	环境变化与国际发展硕士
谢菲尔德大学	92	社会科学学院	社会研究硕士
谢菲尔德大学	92	社会科学学院	经济学硕士
谢菲尔德大学	92	社会科学学院	货币、银行和金融硕士
谢菲尔德大学	92	社会科学学院	金融硕士
谢菲尔德大学	92	管理学院	CIPD途径的人力资源管理硕士
谢菲尔德大学	92	管理学院	MBA（工商管理硕士）
谢菲尔德大学	92	管理学院	商业与组织心理学硕士
谢菲尔德大学	92	管理学院	商业分析硕士
谢菲尔德大学	92	管理学院	国际市场营销与管理硕士
谢菲尔德大学	92	管理学院	国际管理硕士
谢菲尔德大学	92	管理学院	战略营销与品牌硕士
谢菲尔德大学	92	管理学院	数字营销硕士
谢菲尔德大学	92	管理学院	物流与供应链管理硕士
谢菲尔德大学	92	管理学院	管理学与国际商务硕士
谢菲尔德大学	92	管理学院	管理学硕士
谢菲尔德大学	92	管理学院	金融与会计硕士
谢菲尔德大学	92	管理学院	金融科技与创新硕士
谢菲尔德大学	92	艺术与人文学院	东亚商务硕士
谢菲尔德大学	92	艺术与人文学院	东亚政治与媒体硕士
谢菲尔德大学	92	艺术与人文学院	公司法和商业法硕士
谢菲尔德大学	92	艺术与人文学院	历史学硕士
谢菲尔德大学	92	艺术与人文学院	哲学硕士
谢菲尔德大学	92	艺术与人文学院	国际法和全球司法硕士
谢菲尔德大学	92	艺术与人文学院	国际犯罪学硕士
谢菲尔德大学	92	艺术与人文学院	应用语言学硕士
谢菲尔德大学	92	艺术与人文学院	数字文化与传播硕士
谢菲尔德大学	92	艺术与人文学院	数据与数字人文硕士
谢菲尔德大学	92	艺术与人文学院	文化遗产管理硕士
谢菲尔德大学	92	艺术与人文学院	法律硕士
谢菲尔德大学	92	艺术与人文学院	翻译与跨文化研究硕士
谢菲尔德大学	92	艺术与人文学院	考古学与遗产硕士
谢菲尔德大学	92	艺术与人文学院	英国文学硕士
谢菲尔德大学	92	艺术与人文学院	认知研究硕士
谢菲尔德大学	92	艺术与人文学院	谢菲尔德法学硕士
谢菲尔德大学	92	艺术与人文学院	音乐学硕士
谢菲尔德大学	92	艺术与人文学院	音乐心理学硕士
谢菲尔德大学	92	艺术与人文学院	音乐管理硕士
谢菲尔德大学	92	艺术与人文学院	音乐表演研究硕士
