学校名称	学校排名(QS)	学院名称	专业名称
爱丁堡大学	34	爱丁堡未来研究所	行星健康硕士
爱丁堡大学	34	爱丁堡法学院	人权法硕士
爱丁堡大学	34	爱丁堡法学院	全球犯罪、司法和安全硕士
爱丁堡大学	34	爱丁堡法学院	全球环境与气候变化法律硕士
爱丁堡大学	34	爱丁堡法学院	公司法硕士
爱丁堡大学	34	爱丁堡法学院	公司法硕士
爱丁堡大学	34	爱丁堡法学院	刑法和刑事司法法学硕士
爱丁堡大学	34	爱丁堡法学院	创新、技术与法律学硕士
爱丁堡大学	34	爱丁堡法学院	医学法律与伦理学法学硕士
爱丁堡大学	34	爱丁堡法学院	商业法硕士
爱丁堡大学	34	爱丁堡法学院	商业法硕士
爱丁堡大学	34	爱丁堡法学院	国际法硕士
爱丁堡大学	34	爱丁堡法学院	国际经济学硕士
爱丁堡大学	34	爱丁堡法学院	国际银行法和金融发硕士
爱丁堡大学	34	爱丁堡法学院	欧洲法律硕士
爱丁堡大学	34	爱丁堡法学院	比较私法硕士
爱丁堡大学	34	爱丁堡法学院	比较私法硕士
爱丁堡大学	34	爱丁堡法学院	法学硕士
爱丁堡大学	34	爱丁堡法学院	犯罪学和刑事司法硕士
爱丁堡大学	34	爱丁堡法学院	知识产权法法律硕士
爱丁堡大学	34	爱丁堡艺术学院	作曲硕士
爱丁堡大学	34	爱丁堡艺术学院	全球前现代艺术：历史、遗产和策展硕士
爱丁堡大学	34	爱丁堡艺术学院	变革设计硕士（eca）
爱丁堡大学	34	爱丁堡艺术学院	城市战略与设计理学硕士
爱丁堡大学	34	爱丁堡艺术学院	声学和音乐技术硕士
爱丁堡大学	34	爱丁堡艺术学院	声音设计硕士
爱丁堡大学	34	爱丁堡艺术学院	室内、建筑和空间设计硕士（eca）
爱丁堡大学	34	爱丁堡艺术学院	工艺学硕士（eca）
爱丁堡大学	34	爱丁堡艺术学院	平面设计硕士（eca）
爱丁堡大学	34	爱丁堡艺术学院	建筑、景观和环境硕士
爱丁堡大学	34	爱丁堡艺术学院	建筑与城市设计硕士
爱丁堡大学	34	爱丁堡艺术学院	建筑保护硕士
爱丁堡大学	34	爱丁堡艺术学院	建筑学硕士（ARB/RIBA第2部分）
爱丁堡大学	34	爱丁堡艺术学院	当代艺术实践硕士（eca）
爱丁堡大学	34	爱丁堡艺术学院	当代艺术理论硕士（eca）
爱丁堡大学	34	爱丁堡艺术学院	插画硕士（eca）
爱丁堡大学	34	爱丁堡艺术学院	景观与福祉硕士
爱丁堡大学	34	爱丁堡艺术学院	景观设计硕士
爱丁堡大学	34	爱丁堡艺术学院	现代和当代艺术硕士：历史、策展和批评
爱丁堡大学	34	爱丁堡艺术学院	电影导演硕士（eca）
爱丁堡大学	34	爱丁堡艺术学院	艺术史、理论和展示硕士
爱丁堡大学	34	爱丁堡艺术学院	设计与数字媒体硕士
爱丁堡大学	34	爱丁堡艺术学院	设计信息学硕士（eca）
爱丁堡大学	34	爱丁堡艺术学院	音乐学硕士
爱丁堡大学	34	爱丁堡艺术学院	高级可持续设计硕士
爱丁堡大学	34	物理和天文学学院	天体生物学和行星科学硕士
爱丁堡大学	34	物理和天文学学院	数学物理学硕士
爱丁堡大学	34	物理和天文学学院	理论物理理学硕士
爱丁堡大学	34	物理和天文学学院	粒子与核物理学硕士
爱丁堡大学	34	生物科学学院	人类复杂性状遗传学硕士
爱丁堡大学	34	生物科学学院	动物育种和遗传学硕士
爱丁堡大学	34	生物科学学院	合成生物学和生物技术理学硕士
爱丁堡大学	34	生物科学学院	定量遗传学和基因组分析硕士
爱丁堡大学	34	生物科学学院	植物的生物多样性和分类学硕士
爱丁堡大学	34	生物科学学院	环境保护与管理硕士
爱丁堡大学	34	生物科学学院	生态学、进化和生物多样性硕士
爱丁堡大学	34	生物科学学院	生物信息学硕士
爱丁堡大学	34	生物科学学院	生物化学硕士
爱丁堡大学	34	生物科学学院	生物学数据科学硕士
爱丁堡大学	34	生物科学学院	生物技术硕士
爱丁堡大学	34	生物科学学院	药物发现和转化生物学硕士
爱丁堡大学	34	生物科学学院	进化遗传学硕士
爱丁堡大学	34	皇家（迪克）兽医学院	应用动物行为和动物福利硕士
爱丁堡大学	34	社会与政治学学院	全球卫生政策硕士
爱丁堡大学	34	社会与政治学学院	全球心理健康与社会硕士
爱丁堡大学	34	社会与政治学学院	全球环境、政治和社会硕士
爱丁堡大学	34	社会与政治学学院	公共政策硕士
爱丁堡大学	34	社会与政治学学院	冲突、安全与发展硕士
爱丁堡大学	34	社会与政治学学院	医学人类学硕士
爱丁堡大学	34	社会与政治学学院	国际关系硕士
爱丁堡大学	34	社会与政治学学院	国际发展硕士
爱丁堡大学	34	社会与政治学学院	国际和欧洲政治学硕士
爱丁堡大学	34	社会与政治学学院	数字社会学硕士
爱丁堡大学	34	社会与政治学学院	比较公共政策硕士
爱丁堡大学	34	社会与政治学学院	生物经济、创新和治理管理硕士
爱丁堡大学	34	社会与政治学学院	社会中的科学和技术硕士
爱丁堡大学	34	社会与政治学学院	社会人类学硕士
爱丁堡大学	34	社会与政治学学院	社会学和全球变化硕士
爱丁堡大学	34	社会与政治学学院	社会工作硕士
爱丁堡大学	34	社会与政治学学院	社会研究硕士
爱丁堡大学	34	社会与政治学学院	非洲与国际发展硕士
爱丁堡大学	34	社会科学卫生学院	儿童和青少年心理健康硕士：心理学方法
爱丁堡大学	34	社会科学卫生学院	咨询（人际对话）硕士
爱丁堡大学	34	社会科学卫生学院	咨询研究硕士
爱丁堡大学	34	社会科学卫生学院	国际与跨文化咨询研究硕士
爱丁堡大学	34	社会科学卫生学院	心理治疗硕士
爱丁堡大学	34	社会科学卫生学院	注册护士前护理学（成人）MN（T）
爱丁堡大学	34	社会科学卫生学院	精神健康心理学硕士（转换）
爱丁堡大学	34	社会科学卫生学院	高级护理学硕士
爱丁堡大学	34	神学院	世界基督教硕士
爱丁堡大学	34	神学院	佛教研究硕士
爱丁堡大学	34	神学院	历史神学硕士
爱丁堡大学	34	神学院	圣经研究神学/理学硕士
爱丁堡大学	34	神学院	宗教与文学硕士
爱丁堡大学	34	神学院	宗教研究硕士
爱丁堡大学	34	神学院	科学与宗教硕士
爱丁堡大学	34	经济学院	数字经济学和计量经济学硕士
爱丁堡大学	34	经济学院	经济学（计量经济学）硕士
爱丁堡大学	34	经济学院	经济学（金融）硕士
爱丁堡大学	34	经济学院	经济学硕士
